Geo Code,Geo Name,Line Number
"5903032","New Denver",462884
"59030320135","59030135",465131
"5903039","Central Kootenay D",467378
"59030390238","59030238",469625
"59030390241","59030241",471872
"59030390244","59030244",474119
"5903041","Central Kootenay E",476366
"59030410159","59030159",478613
"59030410163","59030163",480860
"59030410167","59030167",483107
"59030410229","59030229",485354
"59030410230","59030230",487601
"59030410231","59030231",489848
"59030410232","59030232",492095
"5903043","Central Kootenay F",494342
"59030430142","59030142",496589
"59030430143","59030143",498836
"59030430165","59030165",501083
"59030430166","59030166",503330
"59030430169","59030169",505577
"59030430233","59030233",507824
"59030430234","59030234",510071
"59030430235","59030235",512318
"5903045","Castlegar",514565
"59030450178","59030178",516812
"59030450180","59030180",519059
"59030450181","59030181",521306
"59030450182","59030182",523553
"59030450183","59030183",525800
"59030450184","59030184",528047
"59030450185","59030185",530294
"59030450189","59030189",532541
"59030450190","59030190",534788
"59030450191","59030191",537035
"59030450192","59030192",539282
"59030450193","59030193",541529
"59030450196","59030196",543776
"59030450197","59030197",546023
"59030450198","59030198",548270
"5903047","Central Kootenay G",550517
"59030470199","59030199",552764
"59030470202","59030202",555011
"59030470203","59030203",557258
"5903050","Nakusp",559505
"59030500129","59030129",561752
"59030500130","59030130",563999
"59030500131","59030131",566246
"59030500133","59030133",568493
"5903052","Central Kootenay H",570740
"59030520134","59030134",572987
"59030520137","59030137",575234
"59030520139","59030139",577481
"59030520140","59030140",579728
"59030520141","59030141",581975
"59030520170","59030170",584222
"59030520173","59030173",586469
"59030520174","59030174",588716
"59030520175","59030175",590963
"5903056","Central Kootenay I",593210
"59030560171","59030171",595457
"59030560172","59030172",597704
"59030560176","59030176",599951
"59030560177","59030177",602198
"5903058","Central Kootenay J",604445
"59030580179","59030179",606692
"59030580186","59030186",608939
"59030580187","59030187",611186
"59030580188","59030188",613433
"59030580194","59030194",615680
"59030580195","59030195",617927
"5903060","Central Kootenay K",620174
"59030600128","59030128",622421
"59030600132","59030132",624668
"59030600242","59030242",626915
"59030600243","59030243",629162
"5903807","Creston 1",631409
"59038070206","59030206",633656
"5905","Kootenay Boundary",635903
"5905005","Fruitvale",638150
"59050050108","59050108",640397
"59050050111","59050111",642644
"59050050115","59050115",644891
"5905009","Montrose",647138
"59050090102","59050102",649385
"59050090103","59050103",651632
"5905014","Trail",653879
"59050140090","59050090",656126
"59050140091","59050091",658373
"59050140092","59050092",660620
"59050140093","59050093",662867
"59050140094","59050094",665114
"59050140095","59050095",667361
"59050140096","59050096",669608
"59050140097","59050097",671855
"59050140098","59050098",674102
"59050140099","59050099",676349
"59050140100","59050100",678596
"59050140105","59050105",680843
"5905018","Warfield",683090
"59050180087","59050087",685337
"59050180088","59050088",687584
"59050180089","59050089",689831
"5905023","Rossland",692078
"59050230081","59050081",694325
"59050230082","59050082",696572
"59050230083","59050083",698819
"59050230084","59050084",701066
"59050230085","59050085",703313
"59050230086","59050086",705560
"5905026","Kootenay Boundary A",707807
"59050260101","59050101",710054
"59050260109","59050109",712301
"59050260110","59050110",714548
"59050260118","59050118",716795
"5905030","Kootenay Boundary B / Lower Columbia-Old-Glory",719042
"59050300080","59050080",721289
"59050300106","59050106",723536
"5905032","Grand Forks",725783
"59050320067","59050067",728030
"59050320068","59050068",730277
"59050320069","59050069",732524
"59050320070","59050070",734771
"59050320071","59050071",737018
"59050320072","59050072",739265
"59050320073","59050073",741512
"5905037","Midway",743759
"59050370112","59050112",746006
"5905042","Greenwood",748253
"59050420064","59050064",750500
"5905050","Kootenay Boundary C / Christina Lake",752747
"59050500076","59050076",754994
"59050500077","59050077",757241
"59050500078","59050078",759488
"5905052","Kootenay Boundary D / Rural Grand Forks",761735
"59050520065","59050065",763982
"59050520066","59050066",766229
"59050520074","59050074",768476
"59050520075","59050075",770723
"59050520079","59050079",772970
"5905054","Kootenay Boundary E / West Boundary",775217
"59050540062","59050062",777464
"59050540063","59050063",779711
"59050540113","59050113",781958
"59050540114","59050114",784205
"5907","Okanagan-Similkameen",786452
"5907005","Osoyoos",788699
"59070050284","59070284",790946
"59070050285","59070285",793193
"59070050286","59070286",795440
"59070050287","59070287",797687
"59070050288","59070288",799934
"59070050291","59070291",802181
"59070050292","59070292",804428
"59070050293","59070293",806675
"59070050294","59070294",808922
"5907009","Keremeos",811169
"59070090153","59070153",813416
"59070090154","59070154",815663
"5907014","Oliver",817910
"59070140162","59070162",820157
"59070140163","59070163",822404
"59070140164","59070164",824651
"59070140165","59070165",826898
"59070140166","59070166",829145
"59070140167","59070167",831392
"59070140168","59070168",833639
"59070140169","59070169",835886
"5907022","Okanagan-Similkameen A",838133
"59070220282","59070282",840380
"59070220283","59070283",842627
"59070220289","59070289",844874
"59070220290","59070290",847121
"5907024","Princeton",849368
"59070240137","59070137",851615
"59070240138","59070138",853862
"59070240139","59070139",856109
"59070240140","59070140",858356
"59070240141","59070141",860603
"59070240142","59070142",862850
"59070240144","59070144",865097
"59070240301","59070301",867344
"5907026","Okanagan-Similkameen B",869591
"59070260155","59070155",871838
"59070260157","59070157",874085
"5907028","Okanagan-Similkameen C",876332
"59070280160","59070160",878579
"59070280161","59070161",880826
"59070280170","59070170",883073
"59070280171","59070171",885320
"59070280277","59070277",887567
"59070280279","59070279",889814
"59070280280","59070280",892061
"59070280281","59070281",894308
"5907035","Summerland",896555
"59070350183","59070183",898802
"59070350184","59070184",901049
"59070350185","59070185",903296
"59070350186","59070186",905543
"59070350187","59070187",907790
"59070350188","59070188",910037
"59070350189","59070189",912284
"59070350190","59070190",914531
"59070350191","59070191",916778
"59070350192","59070192",919025
"59070350193","59070193",921272
"59070350194","59070194",923519
"59070350195","59070195",925766
"59070350196","59070196",928013
"59070350197","59070197",930260
"59070350198","59070198",932507
"59070350199","59070199",934754
"59070350200","59070200",937001
"59070350201","59070201",939248
"59070350202","59070202",941495
"59070350203","59070203",943742
"59070350204","59070204",945989
"5907041","Penticton",948236
"59070410208","59070208",950483
"59070410209","59070209",952730
"59070410210","59070210",954977
"59070410211","59070211",957224
"59070410212","59070212",959471
"59070410213","59070213",961718
"59070410214","59070214",963965
"59070410215","59070215",966212
"59070410216","59070216",968459
"59070410217","59070217",970706
"59070410218","59070218",972953
"59070410219","59070219",975200
"59070410220","59070220",977447
"59070410221","59070221",979694
"59070410222","59070222",981941
"59070410227","59070227",984188
"59070410228","59070228",986435
"59070410229","59070229",988682
"59070410230","59070230",990929
"59070410231","59070231",993176
"59070410232","59070232",995423
"59070410233","59070233",997670
"59070410234","59070234",999917
"59070410235","59070235",1002164
"59070410236","59070236",1004411
"59070410237","59070237",1006658
"59070410238","59070238",1008905
"59070410239","59070239",1011152
"59070410240","59070240",1013399
"59070410241","59070241",1015646
"59070410242","59070242",1017893
"59070410243","59070243",1020140
"59070410244","59070244",1022387
"59070410245","59070245",1024634
"59070410246","59070246",1026881
"59070410247","59070247",1029128
"59070410248","59070248",1031375
"59070410249","59070249",1033622
"59070410250","59070250",1035869
"59070410252","59070252",1038116
"59070410253","59070253",1040363
"59070410254","59070254",1042610
"59070410255","59070255",1044857
"59070410256","59070256",1047104
"59070410257","59070257",1049351
"59070410258","59070258",1051598
"59070410259","59070259",1053845
"59070410260","59070260",1056092
"59070410261","59070261",1058339
"59070410264","59070264",1060586
"59070410266","59070266",1062833
"59070410267","59070267",1065080
"59070410268","59070268",1067327
"59070410269","59070269",1069574
"59070410270","59070270",1071821
"59070410271","59070271",1074068
"59070410272","59070272",1076315
"59070410273","59070273",1078562
"59070410296","59070296",1080809
"59070410297","59070297",1083056
"59070410298","59070298",1085303
"5907047","Okanagan-Similkameen D",1087550
"59070470172","59070172",1089797
"59070470173","59070173",1092044
"59070470174","59070174",1094291
"59070470175","59070175",1096538
"59070470176","59070176",1098785
"59070470177","59070177",1101032
"59070470178","59070178",1103279
"59070470206","59070206",1105526
"59070470274","59070274",1107773
"59070470275","59070275",1110020
"59070470276","59070276",1112267
"5907049","Okanagan-Similkameen E",1114514
"59070490223","59070223",1116761
"59070490224","59070224",1119008
"59070490225","59070225",1121255
"59070490226","59070226",1123502
"5907051","Okanagan-Similkameen F",1125749
"59070510180","59070180",1127996
"59070510181","59070181",1130243
"59070510182","59070182",1132490
"59070510205","59070205",1134737
"5907053","Okanagan-Similkameen G",1136984
"59070530146","59070146",1139231
"59070530149","59070149",1141478
"59070530151","59070151",1143725
"59070530152","59070152",1145972
"5907055","Okanagan-Similkameen H",1148219
"59070550135","59070135",1150466
"59070550136","59070136",1152713
"59070550145","59070145",1154960
"59070550302","59070302",1157207
"5907801","Lower Similkameen 2",1159454
"59078010156","59070156",1161701
"5907802","Osoyoos 1",1163948
"59078020303","59070303",1166195
"59078020304","59070304",1168442
"5907803","Penticton 1",1170689
"59078030207","59070207",1172936
"59078030251","59070251",1175183
"59078030299","59070299",1177430
"59078030305","59070305",1179677
"59078030306","59070306",1181924
"59078030307","59070307",1184171
"59078030308","59070308",1186418
"5907805","Chopaka 7 & 8",1188665
"59078050158","59070158",1190912
"5907806","Blind Creek 6",1193159
"59078060159","59070159",1195406
"5907807","Chuchuwayha 2",1197653
"59078070147","59070147",1199900
"5907808","Alexis 9",1202147
"59078080150","59070150",1204394
"5907809","Ashnola 10",1206641
"59078090148","59070148",1208888
"5909","Fraser Valley",1211135
"5909009","Hope",1213382
"59090090636","59090636",1215629
"59090090637","59090637",1217876
"59090090638","59090638",1220123
"59090090639","59090639",1222370
"59090090644","59090644",1224617
"59090090645","59090645",1226864
"59090090646","59090646",1229111
"59090090647","59090647",1231358
"59090090648","59090648",1233605
"59090090649","59090649",1235852
"59090090650","59090650",1238099
"59090090651","59090651",1240346
"59090090652","59090652",1242593
"5909014","Fraser Valley A",1244840
"59090140773","59090773",1247087
"59090140777","59090777",1249334
"59090140778","59090778",1251581
"59090140779","59090779",1253828
"59090140810","59090810",1256075
"5909016","Fraser Valley B",1258322
"59090160620","59090620",1260569
"59090160625","59090625",1262816
"59090160630","59090630",1265063
"59090160641","59090641",1267310
"59090160642","59090642",1269557
"59090160643","59090643",1271804
"59090160653","59090653",1274051
"59090160803","59090803",1276298
"59090160804","59090804",1278545
"5909020","Chilliwack",1280792
"59090200526","59090526",1283039
"59090200530","59090530",1285286
"59090200531","59090531",1287533
"59090200532","59090532",1289780
"59090200533","59090533",1292027
"59090200534","59090534",1294274
"59090200535","59090535",1296521
"59090200536","59090536",1298768
"59090200537","59090537",1301015
"59090200538","59090538",1303262
"59090200539","59090539",1305509
"59090200540","59090540",1307756
"59090200541","59090541",1310003
"59090200542","59090542",1312250
"59090200543","59090543",1314497
"59090200544","59090544",1316744
"59090200545","59090545",1318991
"59090200546","59090546",1321238
"59090200547","59090547",1323485
"59090200550","59090550",1325732
"59090200551","59090551",1327979
"59090200552","59090552",1330226
"59090200553","59090553",1332473
"59090200554","59090554",1334720
"59090200555","59090555",1336967
"59090200556","59090556",1339214
"59090200557","59090557",1341461
"59090200559","59090559",1343708
"59090200564","59090564",1345955
"59090200565","59090565",1348202
"59090200566","59090566",1350449
"59090200567","59090567",1352696
"59090200568","59090568",1354943
"59090200569","59090569",1357190
"59090200570","59090570",1359437
"59090200571","59090571",1361684
"59090200577","59090577",1363931
"59090200578","59090578",1366178
"59090200579","59090579",1368425
"59090200580","59090580",1370672
"59090200581","59090581",1372919
"59090200582","59090582",1375166
"59090200583","59090583",1377413
"59090200584","59090584",1379660
"59090200585","59090585",1381907
"59090200586","59090586",1384154
"59090200592","59090592",1386401
"59090200593","59090593",1388648
"59090200594","59090594",1390895
"59090200596","59090596",1393142
"59090200597","59090597",1395389
"59090200598","59090598",1397636
"59090200655","59090655",1399883
"59090200657","59090657",1402130
"59090200660","59090660",1404377
"59090200661","59090661",1406624
"59090200662","59090662",1408871
"59090200664","59090664",1411118
"59090200665","59090665",1413365
"59090200666","59090666",1415612
"59090200670","59090670",1417859
"59090200671","59090671",1420106
"59090200680","59090680",1422353
"59090200681","59090681",1424600
"59090200682","59090682",1426847
"59090200683","59090683",1429094
"59090200684","59090684",1431341
"59090200687","59090687",1433588
"59090200688","59090688",1435835
"59090200689","59090689",1438082
"59090200690","59090690",1440329
"59090200691","59090691",1442576
"59090200692","59090692",1444823
"59090200694","59090694",1447070
"59090200696","59090696",1449317
"59090200702","59090702",1451564
"59090200703","59090703",1453811
"59090200704","59090704",1456058
"59090200707","59090707",1458305
"59090200708","59090708",1460552
"59090200709","59090709",1462799
"59090200710","59090710",1465046
"59090200711","59090711",1467293
"59090200713","59090713",1469540
"59090200714","59090714",1471787
"59090200716","59090716",1474034
"59090200768","59090768",1476281
"59090200816","59090816",1478528
"59090200817","59090817",1480775
"59090200818","59090818",1483022
"59090200819","59090819",1485269
"59090200820","59090820",1487516
"59090200821","59090821",1489763
"59090200822","59090822",1492010
"59090200824","59090824",1494257
"59090200825","59090825",1496504
"59090200826","59090826",1498751
"59090200828","59090828",1500998
"59090200829","59090829",1503245
"59090200830","59090830",1505492
"59090200831","59090831",1507739
"59090200832","59090832",1509986
"59090200836","59090836",1512233
"59090200837","59090837",1514480
"59090200838","59090838",1516727
"59090200839","59090839",1518974
"59090200840","59090840",1521221
"59090200841","59090841",1523468
"59090200842","59090842",1525715
"59090200843","59090843",1527962
"59090200845","59090845",1530209
"59090200846","59090846",1532456
"59090200847","59090847",1534703
"59090200848","59090848",1536950
"59090200849","59090849",1539197
"59090200850","59090850",1541444
"59090200851","59090851",1543691
"59090200852","59090852",1545938
"59090200853","59090853",1548185
"59090200854","59090854",1550432
"59090200856","59090856",1552679
"59090200857","59090857",1554926
"59090200859","59090859",1557173
"59090200861","59090861",1559420
"59090200863","59090863",1561667
"59090200864","59090864",1563914
"59090200865","59090865",1566161
"59090200866","59090866",1568408
"59090200868","59090868",1570655
"59090200869","59090869",1572902
"5909027","Harrison Hot Springs",1575149
"59090270612","59090612",1577396
"59090270613","59090613",1579643
"59090270614","59090614",1581890
"5909032","Kent",1584137
"59090320603","59090603",1586384
"59090320605","59090605",1588631
"59090320606","59090606",1590878
"59090320607","59090607",1593125
"59090320608","59090608",1595372
"59090320609","59090609",1597619
"59090320610","59090610",1599866
"59090320615","59090615",1602113
"59090320616","59090616",1604360
"59090320617","59090617",1606607
"5909034","Fraser Valley D",1608854
"59090340600","59090600",1611101
"59090340601","59090601",1613348
"5909035","Fraser Valley H",1615595
"59090350725","59090725",1617842
"59090350727","59090727",1620089
"59090350729","59090729",1622336
"59090350730","59090730",1624583
"59090350812","59090812",1626830
"5909036","Fraser Valley E",1629077
"59090360656","59090656",1631324
"59090360814","59090814",1633571
"5909048","Fraser Valley C",1635818
"59090480450","59090450",1638065
"59090480458","59090458",1640312
"59090480459","59090459",1642559
"5909052","Abbotsford",1644806
"59090520049","59090049",1647053
"59090520051","59090051",1649300
"59090520052","59090052",1651547
"59090520054","59090054",1653794
"59090520055","59090055",1656041
"59090520056","59090056",1658288
"59090520057","59090057",1660535
"59090520058","59090058",1662782
"59090520059","59090059",1665029
"59090520060","59090060",1667276
"59090520061","59090061",1669523
"59090520062","59090062",1671770
"59090520063","59090063",1674017
"59090520064","59090064",1676264
"59090520065","59090065",1678511
"59090520066","59090066",1680758
"59090520067","59090067",1683005
"59090520068","59090068",1685252
"59090520069","59090069",1687499
"59090520070","59090070",1689746
"59090520071","59090071",1691993
"59090520072","59090072",1694240
"59090520073","59090073",1696487
"59090520074","59090074",1698734
"59090520075","59090075",1700981
"59090520076","59090076",1703228
"59090520078","59090078",1705475
"59090520080","59090080",1707722
"59090520081","59090081",1709969
"59090520082","59090082",1712216
"59090520083","59090083",1714463
"59090520084","59090084",1716710
"59090520085","59090085",1718957
"59090520086","59090086",1721204
"59090520087","59090087",1723451
"59090520088","59090088",1725698
"59090520089","59090089",1727945
"59090520090","59090090",1730192
"59090520091","59090091",1732439
"59090520092","59090092",1734686
"59090520093","59090093",1736933
"59090520094","59090094",1739180
"59090520095","59090095",1741427
"59090520096","59090096",1743674
"59090520097","59090097",1745921
"59090520098","59090098",1748168
"59090520099","59090099",1750415
"59090520100","59090100",1752662
"59090520101","59090101",1754909
"59090520102","59090102",1757156
"59090520103","59090103",1759403
"59090520104","59090104",1761650
"59090520105","59090105",1763897
"59090520106","59090106",1766144
"59090520107","59090107",1768391
"59090520108","59090108",1770638
"59090520109","59090109",1772885
"59090520110","59090110",1775132
"59090520111","59090111",1777379
"59090520112","59090112",1779626
"59090520113","59090113",1781873
"59090520114","59090114",1784120
"59090520115","59090115",1786367
"59090520116","59090116",1788614
"59090520117","59090117",1790861
"59090520118","59090118",1793108
"59090520119","59090119",1795355
"59090520120","59090120",1797602
"59090520121","59090121",1799849
"59090520122","59090122",1802096
"59090520123","59090123",1804343
"59090520124","59090124",1806590
"59090520125","59090125",1808837
"59090520126","59090126",1811084
"59090520127","59090127",1813331
"59090520128","59090128",1815578
"59090520129","59090129",1817825
"59090520131","59090131",1820072
"59090520133","59090133",1822319
"59090520134","59090134",1824566
"59090520135","59090135",1826813
"59090520136","59090136",1829060
"59090520137","59090137",1831307
"59090520140","59090140",1833554
"59090520141","59090141",1835801
"59090520144","59090144",1838048
"59090520145","59090145",1840295
"59090520146","59090146",1842542
"59090520147","59090147",1844789
"59090520148","59090148",1847036
"59090520149","59090149",1849283
"59090520150","59090150",1851530
"59090520151","59090151",1853777
"59090520152","59090152",1856024
"59090520153","59090153",1858271
"59090520154","59090154",1860518
"59090520155","59090155",1862765
"59090520156","59090156",1865012
"59090520157","59090157",1867259
"59090520158","59090158",1869506
"59090520159","59090159",1871753
"59090520161","59090161",1874000
"59090520163","59090163",1876247
"59090520164","59090164",1878494
"59090520165","59090165",1880741
"59090520166","59090166",1882988
"59090520168","59090168",1885235
"59090520169","59090169",1887482
"59090520170","59090170",1889729
"59090520171","59090171",1891976
"59090520172","59090172",1894223
"59090520374","59090374",1896470
"59090520375","59090375",1898717
"59090520376","59090376",1900964
"59090520377","59090377",1903211
"59090520378","59090378",1905458
"59090520379","59090379",1907705
"59090520380","59090380",1909952
"59090520381","59090381",1912199
"59090520382","59090382",1914446
"59090520383","59090383",1916693
"59090520384","59090384",1918940
"59090520385","59090385",1921187
"59090520386","59090386",1923434
"59090520387","59090387",1925681
"59090520388","59090388",1927928
"59090520390","59090390",1930175
"59090520391","59090391",1932422
"59090520392","59090392",1934669
"59090520393","59090393",1936916
"59090520394","59090394",1939163
"59090520395","59090395",1941410
"59090520396","59090396",1943657
"59090520397","59090397",1945904
"59090520398","59090398",1948151
"59090520399","59090399",1950398
"59090520400","59090400",1952645
"59090520401","59090401",1954892
"59090520402","59090402",1957139
"59090520403","59090403",1959386
"59090520404","59090404",1961633
"59090520424","59090424",1963880
"59090520425","59090425",1966127
"59090520428","59090428",1968374
"59090520429","59090429",1970621
"59090520439","59090439",1972868
"59090520444","59090444",1975115
"59090520445","59090445",1977362
"59090520446","59090446",1979609
"59090520447","59090447",1981856
"59090520717","59090717",1984103
"59090520718","59090718",1986350
"59090520719","59090719",1988597
"59090520720","59090720",1990844
"59090520721","59090721",1993091
"59090520723","59090723",1995338
"59090520724","59090724",1997585
"59090520733","59090733",1999832
"59090520734","59090734",2002079
"59090520735","59090735",2004326
"59090520736","59090736",2006573
"59090520737","59090737",2008820
"59090520738","59090738",2011067
"59090520754","59090754",2013314
"59090520755","59090755",2015561
"59090520756","59090756",2017808
"59090520757","59090757",2020055
"59090520758","59090758",2022302
"59090520759","59090759",2024549
"59090520760","59090760",2026796
"59090520761","59090761",2029043
"59090520762","59090762",2031290
"59090520763","59090763",2033537
"59090520764","59090764",2035784
"59090520765","59090765",2038031
"59090520766","59090766",2040278
"59090520782","59090782",2042525
"59090520783","59090783",2044772
"59090520784","59090784",2047019
"59090520786","59090786",2049266
"59090520787","59090787",2051513
"59090520788","59090788",2053760
"59090520789","59090789",2056007
"59090520790","59090790",2058254
"59090520791","59090791",2060501
"59090520792","59090792",2062748
"59090520793","59090793",2064995
"59090520794","59090794",2067242
"59090520795","59090795",2069489
"59090520796","59090796",2071736
"59090520797","59090797",2073983
"59090520799","59090799",2076230
"59090520809","59090809",2078477
"5909056","Mission",2080724
"59090560462","59090462",2082971
"59090560463","59090463",2085218
"59090560464","59090464",2087465
"59090560465","59090465",2089712
"59090560466","59090466",2091959
"59090560467","59090467",2094206
"59090560468","59090468",2096453
"59090560469","59090469",2098700
"59090560470","59090470",2100947
"59090560471","59090471",2103194
"59090560472","59090472",2105441
"59090560473","59090473",2107688
"59090560474","59090474",2109935
"59090560475","59090475",2112182
"59090560476","59090476",2114429
"59090560477","59090477",2116676
"59090560478","59090478",2118923
"59090560479","59090479",2121170
"59090560480","59090480",2123417
"59090560481","59090481",2125664
"59090560482","59090482",2127911
"59090560483","59090483",2130158
"59090560484","59090484",2132405
"59090560485","59090485",2134652
"59090560486","59090486",2136899
"59090560487","59090487",2139146
"59090560488","59090488",2141393
"59090560489","59090489",2143640
"59090560490","59090490",2145887
"59090560491","59090491",2148134
"59090560492","59090492",2150381
"59090560493","59090493",2152628
"59090560494","59090494",2154875
"59090560495","59090495",2157122
"59090560496","59090496",2159369
"59090560497","59090497",2161616
"59090560498","59090498",2163863
"59090560499","59090499",2166110
"59090560500","59090500",2168357
"59090560501","59090501",2170604
"59090560502","59090502",2172851
"59090560503","59090503",2175098
"59090560504","59090504",2177345
"59090560505","59090505",2179592
"59090560506","59090506",2181839
"59090560507","59090507",2184086
"59090560508","59090508",2186333
"59090560509","59090509",2188580
"59090560510","59090510",2190827
"59090560513","59090513",2193074
"59090560514","59090514",2195321
"59090560515","59090515",2197568
"59090560516","59090516",2199815
"59090560517","59090517",2202062
"59090560518","59090518",2204309
"59090560519","59090519",2206556
"59090560740","59090740",2208803
"59090560741","59090741",2211050
"59090560742","59090742",2213297
"59090560743","59090743",2215544
"59090560744","59090744",2217791
"59090560745","59090745",2220038
"59090560746","59090746",2222285
"59090560747","59090747",2224532
"59090560748","59090748",2226779
"59090560749","59090749",2229026
"59090560750","59090750",2231273
"59090560751","59090751",2233520
"59090560752","59090752",2235767
"59090560753","59090753",2238014
"5909060","Fraser Valley F",2240261
"59090600461","59090461",2242508
"59090600520","59090520",2244755
"5909062","Fraser Valley G",2247002
"59090620511","59090511",2249249
"59090620512","59090512",2251496
"59090620521","59090521",2253743
"59090620524","59090524",2255990
